application_number,filing_date,invention_subject_matter,application_type,examiner_name_last,examiner_name_first,examiner_name_middle,examiner_id,examiner_art_unit,uspc_class,uspc_subclass,confirm_number,customer_number,atty_docket_number,appl_status_code,appl_status_date,file_location,file_location_date,earliest_pgpub_number,earliest_pgpub_date,wipo_pub_number,wipo_pub_date,patent_number,patent_issue_date,abandon_date,disposal_type,invention_title,small_entity_indicator,aia_first_to_file
PCT/US99/21950,1999-09-15,?,PCT,LACOURCIERE,KAREN,A,66689,1635,536,023100,,None,11151/003WO1,256,10nov2001 00:00:00,9200,2006-03-27,,,200015265,2000-03-23,,,,PEND,COMPOSITIONS AND METHODS OF USE OF UPTAKE MECHANISMS FOR DIAGNOSTIC AND THERAPEUTIC,0,0
PCT/US99/21951,1999-09-21,?,PCT,MAI,TRI,M,79220,3781,190,01800A,,None,P64461,566,06dec1999 00:00:00,9200,2006-03-27,,,200016655,2000-03-30,,,,PEND,WHEEL HOUSING ASSEMBLY FOR AN UPRIGHT LUGGAGE CASE,0,0
PCT/US99/21952,1999-09-22,?,PCT,None,None,None,,5332,000,000000,,None,1353.2290PCT,218,08oct1999 17:52:14,9200,2006-03-27,,,200017584,2000-03-30,,,,PEND,AIR HANDLING SYSTEM,0,0
PCT/US99/21953,1999-09-22,?,PCT,None,None,None,,5332,000,000000,,None,NONE,218,08oct1999 17:52:10,9200,2006-03-27,,,200016793,2000-03-30,,,,PEND,"EXTRACT OF NERIUM SPECIES, PHARMACEUTICAL COMPOSITION THEREOF AND METHODS FOR PREPARATION",0,0
PCT/US99/21954,1999-09-22,?,PCT,None,None,None,,5332,000,000000,,None,2062-151.PCT,218,08oct1999 17:52:04,50C0,2001-06-11,,,200018417,2000-04-06,,,,PEND,TREATMENT OF HEPATITIS B INFECTION WITH THYMOSIN ALPHA 1 IN COMBINATION WITH LAMIVUDINE OR IN,0,0
PCT/US99/21955,1999-09-22,?,PCT,KIK,PHALLAKA,,92038,2851,716,001000,,None,52254-013,256,10nov2001 00:00:00,9200,2006-03-27,,,200017788,2000-03-30,,,,PEND,DEVICES AND TECHNIQUES FOR LOGICAL PROCESSING,0,0
PCT/US99/21956,1999-09-22,?,PCT,None,None,None,,5332,000,000000,,None,1215-0363F,218,07feb2000 17:51:50,9200,2006-03-27,,,200020881,2000-04-13,,,,PEND,ANTENNA ASSEMBLY INCLUDING DUAL CHANNEL MICROWAVE TRANSMIT/RECEIVE MODULES,0,0
PCT/US99/21957,1999-09-22,?,PCT,FAY,ZOHREH,A,69138,1614,514,310000,,None,50158-353,256,10nov2001 00:00:00,9200,2006-03-27,,,200018316,2000-04-06,,,,PEND,"SUSTAINED RELEASE, AND COMFORTABLE OPHTHALMIC COMPOSITION AND METHOD FOR OCULAR THERAPY",0,0
PCT/US99/21958,1999-09-21,?,PCT,None,None,None,,5332,000,000000,,None,07206/048WO1,218,07oct1999 17:51:34,9200,2006-03-27,,,200031784,2000-06-02,,,,PEND,TRANSISTOR,0,0
PCT/US99/21959,1999-09-21,?,PCT,NI,SUHAN,,97696,2656,381,387000,,None,EAW-4PC,566,07dec1999 00:00:00,9200,2006-03-27,,,200018185,2000-03-30,,,,PEND,SYSTEM FOR CONTROLLING LOW FREQUENCY ACOUSTICAL DIRECTIVITY PATTERNS AND MINIMIZING DIRECTIVITY,0,0
PCT/US99/21960,1999-09-21,?,PCT,None,None,None,,5332,000,000000,,None,960296.95688,218,06oct1999 17:51:24,9200,2006-03-27,,,200017343,2000-03-30,,,,PEND,METHOD FOR MAKING INSERTIONAL MUTATIONS,0,0
PCT/US99/21961,1999-09-21,?,PCT,NGUYEN,KIM,T,79319,3713,370,335000,,None,CE03816R,256,10nov2001 00:00:00,9200,2006-03-27,,,200018039,2000-03-30,,,,PEND,APPARATUS AND METHOD FOR PERFORMING A SIGNAL SEARCH IN A WIRELESS COMMUNICATION SYSTEM,0,0
PCT/US99/21962,1999-09-21,?,PCT,LE,DIEU MINH,T,63554,2184,713,200000,,None,PD05857AP,256,10nov2001 00:00:00,9200,2006-03-27,,,200022528,2000-04-20,,,,PEND,METHOD AND SYSTEM FOR REDUCING TIME AND POWER REQUIREMENTS FOR EXECUTING COMPUTER-READABLE,0,0
PCT/US99/21963,1999-09-21,?,PCT,MULL,FRED,H,96474,3648,342,450000,,None,CE03874R,566,23dec1999 00:00:00,9200,2006-03-27,,,200026687,2000-05-11,,,,PEND,METHOD AND APPARATUS FOR AIDING REMOTE UNIT LOCATION IN A COMMUNICATION SYSTEM,0,0
PCT/US99/21964,1999-09-21,?,PCT,MEHRPOUR,NAGHMEH,,99806,2641,455,103000,,None,CE03603R,256,10nov2001 00:00:00,9200,2006-03-27,,,200022847,2000-04-20,,,,PEND,METHOD FOR ADJUSTING CHANNEL POWERS IN A WIRELESS COMMUNICATION SYSTEM,0,0
PCT/US99/21965,1999-09-21,?,PCT,GESESSE,TILAHUN,,94671,2649,455,424000,,None,CE03835R,256,10nov2001 00:00:00,9200,2006-03-27,,,200025532,2000-05-04,,,,PEND,METHOD AND APPARATUS FOR BACKHAULING DATA IN A COMMUNICATION SYSTEM,0,0
PCT/US99/21966,1999-09-21,?,PCT,WALLERSON,MARK,E,59888,2625,358,474000,,None,CEO4640N,256,10nov2001 00:00:00,9200,2006-03-27,,,200021276,2000-04-13,,,,PEND,DATA TRANSFER WITHIN A COMMUNICATION SYSTEM,0,0
PCT/US99/21967,1999-09-21,?,PCT,None,None,None,,5333,000,000000,,None,CENTMED.A010,218,20oct1999 17:50:17,9200,2006-03-27,,,200016619,2000-03-30,,,,PEND,POLYVINYL ALCOHOL COMPOUNDS FOR INHIBITION OF ICE GROWTH,0,0
PCT/US99/21968,1999-09-22,?,PCT,None,None,None,,5333,000,000000,,None,ALF 002 PB,218,20oct1999 17:50:11,9200,2006-03-27,,,200025955,2000-05-11,,,,PEND,METHODS AND APPARATUS FOR FORMING A BEADED CAN END,0,0
PCT/US99/21969,1999-09-22,?,PCT,STERRETT,JEFFREY,L,59931,2838,323,282000,,None,"FP99,1302-PC",256,10nov2001 00:00:00,9200,2006-03-27,,,200026733,2000-05-11,,,,PEND,AUTOMOBILE DASHBOARD LIGHT CONTROL,0,0
PCT/US99/21970,1999-09-22,?,PCT,YUEN,JESSICA,JIPING,65763,3749,432,233000,,None,P-5384PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200020814,2000-04-13,,,,PEND,PIPE REFRACTORY INSULATION FOR FURNACES,0,0
PCT/US99/21971,1999-09-21,?,PCT,HOTALING,JOHN,M,60117,3713,463,013000,,None,307.007WO1,256,10nov2001 00:00:00,9200,2006-03-27,,,200016866,2000-03-30,,,,PEND,MATCH SYMBOL SIDE BET GAME,0,0
PCT/US99/21972,1999-09-20,?,PCT,JUSKA,CHERYL,ANN,99249,1771,442,181000,,None,25098-04015,256,10nov2001 00:00:00,9200,2006-03-27,,,200016973,2000-03-30,,,,PEND,"LAMINATED STRUCTURES WITH MULTIPLE DENIER POLYESTER CORE FIBERS, RANDOMLY ORIENTED",0,0
PCT/US99/21973,1999-09-18,?,PCT,MOHANDESI,JILA,M,95927,3728,206,270000,,None,7031,256,10nov2001 00:00:00,9200,2006-03-27,,,200017063,2000-03-30,,,,PEND,MULTI-PACK CARRIER,0,0
PCT/US99/21974,1999-09-21,?,PCT,NGUYEN,JUDY,,65871,2854,101,462000,,None,1115.001AWO,566,08feb2000 00:00:00,9200,2006-03-27,,,200016988,2000-03-30,,,,PEND,LITHOGRAPHIC PRINTING PLATES FOR USE WITH LASER IMAGING APPARATUS,0,0
PCT/US99/21975,1999-09-21,?,PCT,MICHL,PAUL,R,95820,1714,523,309000,,None,97-010 PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200017256,2000-03-30,,,,PEND,PRODUCTION OF POWDER FORMULATIONS,0,0
PCT/US99/21976,1999-09-21,?,PCT,BERHANE,ADOLF,D,96295,2838,363,065000,,None,57302-0016PC,566,10feb2000 00:00:00,9200,2006-03-27,,,200017991,2000-03-30,,,,PEND,IMPROVED CIRCUIT SHARING SIGNAL COUPLING/ DECOUPLING CIRCUIT FOR POWER CONVERTERS SYSTEMS,0,0
PCT/US99/21977,1999-09-20,?,PCT,GECKIL,MEHMET,B,62336,2756,709,200000,,None,ACN-004 PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200019327,2000-04-06,,,,PEND,METHODS AND APPARATUS FOR DYNAMIC INTERNET SERVER SELECTION,0,0
PCT/US99/21978,1999-09-20,?,PCT,STUCKER,JEFFREY,J,71946,1648,435,007220,,None,14907-21PC,256,10nov2001 00:00:00,9200,2006-03-27,,,200017646,2000-03-30,,,,PEND,DIAGNOSTIC ASSAYS FOR DETECTION OF ENTAMOEBA HISTOLYTICA,0,0
PCT/US99/21979,1999-09-20,?,PCT,LEE,LI,,73618,1645,435,007220,,None,14907-7PC,256,10nov2001 00:00:00,9200,2006-03-27,,,200017647,2000-03-30,,,,PEND,DIAGNOSTIC ASSAYS FOR DETECTION OF CRYPTOSPORISIUM PARVUM,0,0
PCT/US99/21980,1999-09-22,?,PCT,None,None,None,,5330,000,000000,,None,.10161.128WO,218,12oct1999 17:48:22,9200,2006-03-27,,,200016849,2000-03-30,,,,PEND,AUTOMATIC MANIFOLD FOR VASCULAR CATHETER,0,0
PCT/US99/21981,1999-09-22,?,PCT,EATON,KURT,M,74191,2823,438,466000,,None,51583/230,256,10nov2001 00:00:00,9200,2006-03-27,,,200022665,2000-04-20,,,,PEND,SEMICONDUCTOR ASSISTED METAL DEPOSITION FOR NANOLITHOGRAPHY APPLICATIONS,0,0
PCT/US99/21982,1999-09-22,?,PCT,None,None,None,,5333,000,000000,,None,22.PCT,218,08oct1999 20:00:50,9200,2006-03-27,,,200019242,2000-04-06,,,,PEND,TRANSDUCER FOR ACOUSTIC LOGGING,0,0
PCT/US99/21983,1999-09-22,?,PCT,SRIVASTAVA,VIVEK,,73703,2623,725,108000,,None,GIC-556 PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200024192,2000-04-27,,,,PEND,TELEVISION SET-TOP BOX WITH CONFIGURABLE FUNCTIONALITY,0,0
PCT/US99/21984,1999-09-22,?,PCT,CLARDY,S,,71828,1616,504,116100,,None,500PO33-PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200016620,2000-03-30,,,,PEND,SARCOSINATES AS GLUFOSINATE ADJUVANTS,0,0
PCT/US99/21985,1999-09-22,?,PCT,BERGIN,JAMES,S,64626,3641,102,202500,,None,EGG-143T,566,13jan2000 00:00:00,9200,2006-03-27,,,200017600,2000-03-30,,,,PEND,IMPROVED CHIP SLAPPER DETONATOR,0,0
PCT/US99/21986,1999-09-22,?,PCT,DEBERADINIS,ROBERT,L,67177,2836,307,125000,,None,BABSBRO-84,256,10nov2001 00:00:00,9200,2006-03-27,,,200018217,2000-04-06,,,,PEND,CENTRAL DAIRY SYSTEM CONTROL CABINET,0,0
PCT/US99/21987,1999-09-22,?,PCT,GORR,RACHEL,F,63774,1711,525,242000,,None,330.6115WOU,256,10nov2001 00:00:00,9200,2006-03-27,,,200027891,2000-05-18,,,,PEND,PREPARATION OF PARTIALLY CROSS-LINKED POLYMERS AND THEIR USE IN PATTERN FORMATION,0,0
PCT/US99/21988,1999-09-22,?,PCT,DRODGE,JOSEPH,W,89023,1772,210,123000,,None,03040-P0006A,566,09feb2000 00:00:00,9200,2006-03-27,,,200020088,2000-04-13,,,,PEND,OIL AND DEBRIS SEPARATOR,0,0
PCT/US99/21989,1999-09-22,?,PCT,None,None,None,,5333,000,000000,,None,CL1127C,218,12oct1999 19:59:33,9200,2006-03-27,,,200017365,2000-03-30,,,,PEND,BINARY VIRAL EXPRESSION SYSTEM IN PLANTS,0,0
PCT/US99/21990,1999-09-22,?,PCT,None,None,None,,5333,000,000000,,None,12636-780,218,12oct1999 19:59:27,9200,2006-03-27,,,200025775,2000-05-11,,,,PEND,WATER-MISCIBLE PHARMACEUTICAL COMPOSITIONS,0,0
PCT/US99/21991,1999-09-21,?,PCT,None,None,None,,5333,000,000000,,None,GIN-013CPPC,218,12oct1999 19:59:21,9200,2006-03-27,,,200016801,2000-03-30,,,,PEND,METHODS OF DOWNMODULATING THE IMMUNE RESPONSE TO THERAPEUTIC PROTEINS,0,0
PCT/US99/21992,1999-09-22,?,PCT,DICKSON,PAUL,N,90634,3618,280,807000,,None,752 PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200021803,2000-04-20,,,,PEND,MULTI-POINT PRETENSIONER SYSTEM,0,0
PCT/US99/21993,1999-09-21,?,PCT,None,None,None,,5333,000,000000,,None,X-459-1PCT,218,13oct1999 19:59:04,9200,2006-03-27,,,200051239,2000-08-31,,,,PEND,FPGA CONFIGURABLE LOGIC BLOCK WITH MULTI-PURPOSE LOGIC/MEMORY CIRCUIT,0,0
PCT/US99/21994,1999-09-21,?,PCT,None,None,None,,5333,000,000000,,None,M-5944 PCT,218,08oct1999 19:58:58,9200,2006-03-27,,,200041209,2000-07-13,,,,PEND,"RASTER SHAPED BEAM, ELECTRON BEAM EXPOSURE STRATEGY USING A TWO DIMENSIONAL MULTIPIXEL FLASH",0,0
PCT/US99/21995,1999-09-22,?,PCT,None,None,None,,5333,000,000000,,None,54634PCT5A,218,27oct1999 19:58:53,9200,2006-03-27,,,200069394,2000-11-23,,,,PEND,ONE-PART FLUORIDE RELEASING DENTAL MATERIALS,0,0
PCT/US99/21996,1999-09-22,?,PCT,None,None,None,,5333,000,000000,,None,54789PCT8A,218,12oct1999 19:58:48,9200,2006-03-27,,,200069783,2000-11-23,,,,PEND,GLASS MICROSPHERES FOR USE IN REAR PROJECTION SCREEN DISPLAYS AND METHODS,0,0
PCT/US99/21997,1999-09-22,?,PCT,None,None,None,,5333,000,000000,,None,AUTOGEN.022V,218,20oct1999 19:58:42,9200,2006-03-27,,,200018333,2000-04-06,,,,PEND,HEART VALVE HAVING TISSUE RETENTION WITH ANCHORS AND AN OUTER SHEATH,0,0
PCT/US99/21998,1999-09-23,?,PCT,CHOW,CHARLES,CHIANG,98980,2649,455,456000,,None,7255.13-304,256,10nov2001 00:00:00,9200,2006-03-27,,,200019743,2000-04-06,,,,PEND,MOBILE TELEPHONE LOCATION-BASED DIRECTORY SYSTEM,0,0
PCT/US99/21999,1999-09-21,?,PCT,None,None,None,,5333,000,000000,,None,LAM1P094.WO,218,20oct1999 19:58:17,9200,2006-03-27,,,200030148,2000-05-25,,,,PEND,INTEGRATED POWER MODULES FOR PLASMA PROCESSING SYSTEMS,0,0
PCT/US99/22000,1999-09-23,?,PCT,PATEL,NIMESHKUMAR,D,66549,2879,313,506000,,None,43100-06048,566,21dec1999 00:00:00,9200,2006-03-27,,,200017911,2000-03-30,,,,PEND,ACTIVE MATRIX ORGANIC LIGHT EMITTING DIODE WITH DOPED ORGANIC LAYER HAVING INCREASED THICKNESS,0,0
PCT/US99/22001,1999-09-21,?,PCT,ISABELLA,DAVID,J,98619,3738,623,017110,,None,980220.WP,256,10nov2001 00:00:00,9200,2006-03-27,,,200016711,2000-03-30,,,,PEND,BOX CAGE FOR INTERVERTEBRAL BODY FUSION,0,0
PCT/US99/22002,1999-09-21,?,PCT,None,None,None,,5331,000,000000,,None,03628-0210WP,218,18oct1999 19:57:52,9200,2006-03-27,,,200020810,2000-04-13,,,,PEND,ICE BANK DETECTOR,0,0
PCT/US99/22003,1999-09-21,?,PCT,None,None,None,,5331,000,000000,,None,1677F,218,18oct1999 19:57:46,9200,2006-03-27,,,200024375,2000-05-04,,,,PEND,PRESERVATIVE SYSTEM FOR TOPICALLY ADMINISTRABLE PHARMACEUTICAL COMPOSITIONS CONTAINING A FATTY,0,0
PCT/US99/22004,1999-09-21,?,PCT,None,None,None,,5331,000,000000,,None,1693F,218,20oct1999 19:57:40,9200,2006-03-27,,,200024425,2000-05-04,,,,PEND,PRESERVATIVE SYSTEM FOR TOPICALLY ADMINISTRABLE PHARMACEUTICAL COMPOSITIONS,0,0
PCT/US99/22005,1999-09-21,?,PCT,ALAM,SHAHID,AL,95201,2771,707,009000,,None,PCT43-97-002,256,10nov2001 00:00:00,9200,2006-03-27,,,200019345,2000-04-06,,,,PEND,METHOD FOR INITIATING WORKFLOWS IN AN AUTOMATED ORGANIZATION MANAGEMENT SYSTEM,0,0
PCT/US99/22006,1999-09-23,?,PCT,LOOK,EDWARD,K,98375,3745,092,140000,,None,NONE,566,07feb2000 00:00:00,9200,2006-03-27,,,200121936,2001-03-29,,,,PEND,DOUBLE SHAFT HIGH TORQUE ENGINE,0,0
PCT/US99/22007,1999-09-20,?,PCT,ALLEN,MARIANNE,P,97586,1631,435,325000,,None,0109015/017,256,10nov2001 00:00:00,9200,2006-03-27,,,200017323,2000-03-30,,,,PEND,STABLE NEURAL STEM CELL LINES,0,0
PCT/US99/22008,1999-09-20,?,PCT,CANELLA,KAREN,A,99892,1642,435,005000,,None,ONYX1044-PCT,275,27sep2004 00:00:00,9200,2017-03-06,,,200022142,2000-04-20,,,,PEND,NOVEL CELL SINGALING POLYPEPTIDES AND NUCLEIC ACIDS,0,0
PCT/US99/22009,1999-09-21,?,PCT,BELLO,AGUSTIN,,86762,2637,359,153000,,None,DA SILVA 3,256,10nov2001 00:00:00,9200,2006-03-27,,,200018047,2000-03-30,,,,PEND,DISPERSION COMPENSATION TECHNIQUES FOR WAVELENGTH DIVISION MULTIPLEXING SYSTEMS,0,0
PCT/US99/22010,1999-09-21,?,PCT,None,None,None,,5331,000,000000,,None,B05294-AT3,218,07oct1999 19:56:38,9200,2006-03-27,,,200017985,2000-03-30,,,,PEND,ROTOR FOR A DYNAMOELECTRIC MACHINE,0,0
PCT/US99/22011,1999-09-21,?,PCT,CRAVER,CHARLES,R,70433,2618,455,522000,,None,NC13800 4072,256,10nov2001 00:00:00,9200,2006-03-27,,,200018035,2000-03-30,,,,PEND,"APPARATUS, AND ASSOCIATED METHOD, FOR EFFECTUATING POWER CONTROL OF A COMMUNICATION DEVICE",0,0
PCT/US99/22012,1999-09-22,?,PCT,BRANNOCK,MICHAEL,T,96457,1646,435,069100,,None,PZ033PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200017222,2000-03-30,,,,PEND,31 HUMAN SECRETED PROTEINS,0,0
PCT/US99/22013,1999-09-21,?,PCT,None,None,None,,5331,000,000000,,None,18781-26-1PC,218,07oct1999 19:56:00,9200,2006-03-27,,,200017159,2000-03-30,,,,PEND,ARYLSULFONANILIDE UREAS,0,0
PCT/US99/22014,1999-09-21,?,PCT,EVANS,FANNIE,L,62947,2877,356,072000,,None,2647.ETCH/ME,256,10nov2001 00:00:00,9200,2006-03-27,,,200017907,2000-03-30,,,,PEND,APPARATUS AND METHOD FOR ENDPOINT DETECTION IN NON-IONIZING GASEOUS REACTOR ENVIRONMENTS,0,0
PCT/US99/22016,1999-09-23,?,PCT,None,None,None,,5331,000,000000,,None,1215-0359FPC,218,10feb2000 19:55:44,9200,2006-03-27,,,200021159,2000-04-13,,,,PEND,TRANSMIT/RECEIVE MODULE HAVING MULTIPLE TRANSMIT/ RECEIVE PATHS WITH SHARED CIRCUITRY,0,0
PCT/US99/22017,1999-09-23,?,PCT,None,None,None,,5331,000,000000,,None,HERO-11-1004,218,07oct1999 19:55:36,9200,2006-03-27,,,200019346,2000-04-06,,,,PEND,AGGREGATING AND POOLING INFORMATION IN A COMMUNICATION SYSTEM WITH FEEDBACK,0,0
PCT/US99/22018,1999-09-22,?,PCT,None,None,None,,5331,000,000000,,None,P7021.01PCT,218,20oct1999 19:55:30,9200,2006-03-27,,,200018317,2000-04-06,,,,PEND,POSTURE AND DEVICE ORIENTATION SENSING AND CALIBRATION FOR IMPLANTABLE MEDICAL DEVICES,0,0
PCT/US99/22019,1999-09-22,?,PCT,None,None,None,,5331,000,000000,,None,HERO-11-1002,218,07oct1999 19:55:24,9200,2006-03-27,,,200017799,2000-03-30,,,,PEND,DYNAMIC MODELING AND SCORING RISK ASSESSMENT,0,0
PCT/US99/22020,1999-09-22,?,PCT,None,None,None,,5331,000,000000,,None,HERO-11-1003,218,19oct1999 19:55:17,9200,2006-03-27,,,200017800,2000-03-30,,,,PEND,REDUCING RISK USING BEHAVIORAL AND FINANCIAL REWARDS,0,0
PCT/US99/22021,1999-09-22,?,PCT,None,None,None,,5331,000,000000,,None,617358-4,218,08oct1999 19:55:11,9200,2006-03-27,,,200017125,2000-03-30,,,,PEND,METHOD FOR MAKING MANUFACTURED AGGREGATES FROM COAL COMBUSTION BY-PRODUCTS,0,0
PCT/US99/22022,1999-09-22,?,PCT,KASTLER,SCOTT,R,96568,1742,266,045000,,None,371192000340,256,10nov2001 00:00:00,9200,2006-03-27,,,200017590,2000-03-30,,,,PEND,APPARATUS AND METHOD FOR TAPPING A FURNACE,0,0
PCT/US99/22024,1999-09-22,?,PCT,None,None,None,,5331,000,000000,,None,5181-13701,218,03nov1999 19:54:48,9200,2006-03-27,,,200017753,2000-03-30,,,,PEND,"TECHNIQUE FOR DETECTING MEMORY PART FAILURES AND SINGLE, DOUBLE AND TRIPLE BIT ERRORS",0,0
PCT/US99/22025,1999-09-22,?,PCT,MUSSER,BARBARA,J,60879,1733,156,480000,,None,UTLX-114464,256,10nov2001 00:00:00,9200,2006-03-27,,,200017891,2000-03-30,,,,PEND,METHOD OF SUPPRESSING SUPERSATURATION IN UNDERGROUND ELECTRICAL CABLES,0,0
PCT/US99/22026,1999-09-22,?,PCT,None,None,None,,5331,000,000000,,None,3051.90327,218,07oct1999 19:54:26,9200,2017-03-06,,,200016797,2000-03-30,,,,PEND,USE OF GLP-1 OR ANALOGS IN TREATMENT OF STROKE,0,0
PCT/US99/22027,1999-09-22,?,PCT,SCHNIZER,HOLLY,G,97279,1653,424,094100,,None,PF-0595 PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200017358,2000-03-30,,,,PEND,HUMAN CHAPERONE PROTEINS,0,0
PCT/US99/22028,1999-09-21,?,PCT,None,None,None,,5331,000,000000,,None,617364-9,218,06oct1999 19:54:10,9200,2006-03-27,,,200017654,2000-03-30,,,,PEND,ASSAYS FOR INFECTIONS,0,0
PCT/US99/22029,1999-09-22,?,PCT,NESSLER,CYNTHIA,L,68490,1761,426,575000,,None,FMCF-F050WO,256,10nov2001 00:00:00,9200,2006-03-27,,,200018502,2000-04-06,,,,PEND,RAPIDLY PEPTIZABLE MICROCRYSTALLINE CELLULOSE- BASED STABILIZING AGENTS,0,0
PCT/US99/22030,1999-09-22,?,PCT,None,None,None,,5331,000,000000,,None,97035-00 PCT,218,07oct1999 19:53:52,9200,2006-03-27,,,200023479,2000-04-27,,,,PEND,IMPROVED PAPER SIZING AGENTS AND METHODS,0,0
PCT/US99/22031,1999-09-21,?,PCT,None,None,None,,5331,000,000000,,None,234/287-PCT,218,26oct1999 19:53:45,9200,2006-03-27,,,200016946,2000-03-30,,,,PEND,DOUBLE BEVEL PREWINDER MANDREL,0,0
PCT/US99/22032,1999-09-22,?,PCT,HUYNH,HAI,H,98446,3747,123,055700,,None,0169P0314,256,10nov2001 00:00:00,9200,2006-03-27,,,200017500,2000-03-30,,,,PEND,ENGINE WITH CRANKCASE COMPRESSION,0,0
PCT/US99/22033,1999-09-22,?,PCT,FLEMING,FRITZ,M,92830,2836,361,234000,,None,3046.MD.MD.C,256,10nov2001 00:00:00,9200,2006-03-27,,,200019492,2000-04-06,,,,PEND,CATHODE ASSEMBLY CONTAINING AN ELECTROSTATIC CHUCK FOR RETAINING A WAFER IN A SEMICONDUCTOR WAFER,0,0
PCT/US99/22034,1999-09-22,?,PCT,OJINI,EZIAMARA,ANTHONY,68562,3723,451,041000,,None,2531/PDD/CMP,256,10nov2001 00:00:00,9200,2006-03-27,,,200018544,2000-04-06,,,,PEND,SUPPLYING SLURRY TO A POLISHING PAD IN A CHEMICAL MECHANICAL POLISHING SYSTEM,0,0
PCT/US99/22035,1999-09-22,?,PCT,None,None,None,,5332,000,000000,,None,8194.200.WO,218,14oct1999 19:53:07,9200,2006-03-27,,,200031870,2000-06-02,,,,PEND,METHODS AND SYSTEMS FOR FREQUENCY GENERATION FOR WIRELESS DEVICES,0,0
PCT/US99/22036,1999-09-22,?,PCT,LEROUX,ETIENNE,PIERRE,94556,2858,310,120000,,None,2033/MD/MD/C,256,10nov2001 00:00:00,9200,2006-03-27,,,200019521,2000-04-06,,,,PEND,PIEZOELECTRIC METHOD AND APPARATUS FOR SEMICONDUCTOR WAFER DETECTION,0,0
PCT/US99/22037,1999-09-22,?,PCT,None,None,None,,5332,000,000000,,None,2808/PDD/CMP,218,22oct1999 19:52:53,9200,2006-03-27,,,200018542,2000-04-06,,,,PEND,CHEMICAL MECHANICAL POLISHING CONDITIONER,0,0
PCT/US99/22038,1999-09-22,?,PCT,WERNER,FRANK,E,66934,3652,414,416000,,None,2640/ECORE/A,256,10nov2001 00:00:00,9200,2006-03-27,,,200019493,2000-04-06,,,,PEND,SINGLE WAFER LOAD LOCK WITH INTERNAL WAFER TRANSPORT,0,0
PCT/US99/22039,1999-09-22,?,PCT,None,None,None,,5332,000,000000,,None,21.PCT,218,14oct1999 19:52:34,9200,2006-03-27,,,200017673,2000-03-30,,,,PEND,METHOD AND APPARATUS FOR ABSORBING ACOUSTIC ENERGY,0,0
PCT/US99/22040,1999-09-22,?,PCT,None,None,None,,5332,000,000000,,None,23.PCT,218,22oct1999 19:52:27,9200,2006-03-27,,,200017672,2000-03-30,,,,PEND,METHOD AND APPARATUS FOR ACOUSTIC LOGGING,0,0
PCT/US99/22041,1999-09-22,?,PCT,PORTA,DAVID,P,63413,2882,378,114000,,None,57500-A-PCT,256,10nov2001 00:00:00,9200,2006-03-27,,,200019783,2000-04-06,,,,PEND,MINIATURE C-ARM APPARATUS WITH MULTIPLE X-RAY INDICATORS,0,0
PCT/US99/22042,1999-09-22,?,PCT,LUU,LE,HIEN,63544,2152,709,200000,,None,12985,256,10nov2001 00:00:00,9200,2006-03-27,,,200017763,2000-03-30,,,,PEND,INTERFACE SYSTEM FOR INTEGRATED MONITORING AND MANAGEMENT OF NETWORK DEVICES IN A,0,0
PCT/US99/22043,1999-09-22,?,PCT,None,None,None,,5332,000,000000,,None,OB-147,218,14oct1999 19:51:49,9200,2006-03-27,,,200016715,2000-03-30,,,,PEND,DENTAL FLOSS,0,0
PCT/US99/22044,1999-09-22,?,PCT,PARDO,THUY,N,72286,2175,707,004000,,None,PLAT1001WO,218,22apr2003 00:00:00,9200,2003-03-13,,,200017787,2000-03-30,,,,PEND,METHOD AND APPARATUS FOR REORGANIZING AN ACTIVE DBMS TABLE,0,0
PCT/US99/22045,1999-09-22,?,PCT,WALKER,MISTY,F,86869,5332,000,000000,,None,REG 203-B-PC,218,09nov1999 19:51:24,9200,2006-03-27,,,200018932,2000-04-06,,,,PEND,"RECEPTOR BASED ANTAGONISTS, AND METHODS OF MAKING AND USING",0,0
PCT/US99/22046,1999-09-22,?,PCT,WALKER,MISTY,F,86869,5332,000,000000,,None,33479-00/PCT,218,26oct1999 19:51:17,9200,2006-03-27,,,200018227,2000-04-06,,,,PEND,NON-AQUEOUS SUSPENSION CONCENTRATE,0,0
PCT/US99/22047,1999-09-22,?,PCT,CHAPMAN,MARK,A,66886,1753,136,245000,,None,2288-005,256,10nov2001 00:00:00,9200,2006-03-27,,,200034124,2000-06-15,,,,PEND,METHOD AND APPARATUS FOR IMPROVED SOLAR CONCENTRATOR ARRAYS,0,0
PCT/US99/22048,1999-09-22,?,PCT,WALKER,MISTY,F,86869,5332,000,000000,,None,SOAN-004CP,218,12nov1999 19:51:00,9200,2006-03-27,,,200017675,2000-03-30,,,,PEND,"""NEAR-NET-SHAPE POLYMERIZATION PROCESS AND MATERIALS SUITABLE FOR USE THEREWITH""",0,0
